RBP,module
ENSG00000177885,ME31
ENSG00000100226,ME31
ENSG00000172432,ME31
ENSG00000138029,ME31
ENSG00000143321,ME31
ENSG00000189403,ME31
ENSG00000164104,ME31
ENSG00000152795,ME31
ENSG00000106348,ME31
ENSG00000004487,ME31
ENSG00000172086,ME31
ENSG00000111057,ME31
ENSG00000139233,ME31
ENSG00000155858,ME31
ENSG00000108848,ME31
ENSG00000169057,ME31
ENSG00000146834,ME31
ENSG00000145388,ME31
ENSG00000165819,ME31
ENSG00000133606,ME31
ENSG00000129282,ME31
ENSG00000243927,ME31
ENSG00000147065,ME31
ENSG00000103248,ME31
ENSG00000120662,ME31
ENSG00000114503,ME31
ENSG00000160194,ME31
ENSG00000198000,ME31
ENSG00000101361,ME31
ENSG00000126653,ME31
ENSG00000178694,ME31
ENSG00000241058,ME31
ENSG00000108256,ME31
ENSG00000136243,ME31
ENSG00000101104,ME31
ENSG00000166889,ME31
ENSG00000169564,ME31
ENSG00000165494,ME31
ENSG00000089220,ME31
ENSG00000132424,ME31
ENSG00000100227,ME31
ENSG00000128563,ME31
ENSG00000117360,ME31
ENSG00000134186,ME31
ENSG00000110844,ME31
ENSG00000146676,ME31
ENSG00000179912,ME31
ENSG00000131759,ME31
ENSG00000161847,ME31
ENSG00000122257,ME31
ENSG00000183808,ME31
ENSG00000086589,ME31
ENSG00000132819,ME31
ENSG00000184898,ME31
ENSG00000155636,ME31
ENSG00000127993,ME31
ENSG00000173914,ME31
ENSG00000134597,ME31
ENSG00000135828,ME31
ENSG00000197958,ME31
ENSG00000177350,ME31
ENSG00000108298,ME31
ENSG00000161970,ME31
ENSG00000144713,ME31
ENSG00000164967,ME31
ENSG00000124614,ME31
ENSG00000233927,ME31
ENSG00000137876,ME31
ENSG00000111011,ME31
ENSG00000156304,ME31
ENSG00000109618,ME31
ENSG00000169976,ME31
ENSG00000163950,ME31
ENSG00000073584,ME31
ENSG00000198952,ME31
ENSG00000224543,ME31
ENSG00000154556,ME31
ENSG00000151304,ME31
ENSG00000161547,ME31
ENSG00000124193,ME31
ENSG00000271885,ME31
ENSG00000180771,ME31
ENSG00000105705,ME31
ENSG00000064607,ME31
ENSG00000106638,ME31
ENSG00000100207,ME31
ENSG00000196116,ME31
ENSG00000129566,ME31
ENSG00000136527,ME31
ENSG00000132109,ME31
ENSG00000169871,ME31
ENSG00000087077,ME31
ENSG00000167721,ME31
ENSG00000150991,ME31
ENSG00000141499,ME31
ENSG00000146457,ME31
ENSG00000170027,ME31
ENSG00000163874,ME31
ENSG00000144161,ME31
ENSG00000105939,ME31
ENSG00000131732,ME31
ENSG00000152518,ME31
ENSG00000056097,ME31
ENSG00000169249,ME31
ENSG00000087274,ME32
ENSG00000011243,ME32
ENSG00000080802,ME32
ENSG00000150316,ME32
ENSG00000157349,ME32
ENSG00000089737,ME32
ENSG00000118197,ME32
ENSG00000104131,ME32
ENSG00000105058,ME32
ENSG00000140718,ME32
ENSG00000122068,ME32
ENSG00000172086,ME32
ENSG00000145388,ME32
ENSG00000165819,ME32
ENSG00000133606,ME32
ENSG00000108826,ME32
ENSG00000147065,ME32
ENSG00000182117,ME32
ENSG00000132424,ME32
ENSG00000196396,ME32
ENSG00000173933,ME32
ENSG00000184898,ME32
ENSG00000134597,ME32
ENSG00000161970,ME32
ENSG00000111011,ME32
ENSG00000150459,ME32
ENSG00000073584,ME32
ENSG00000151304,ME32
ENSG00000111786,ME32
ENSG00000064607,ME32
ENSG00000177889,ME32
ENSG00000146457,ME32
ENSG00000105939,ME32
ENSG00000103994,ME32
ENSG00000169249,ME32
ENSG00000122729,ME33
ENSG00000072110,ME33
ENSG00000185567,ME33
ENSG00000182718,ME33
ENSG00000214944,ME33
ENSG00000130303,ME33
ENSG00000048740,ME33
ENSG00000136026,ME33
ENSG00000102879,ME33
ENSG00000068793,ME33
ENSG00000115866,ME33
ENSG00000197102,ME33
ENSG00000100129,ME33
ENSG00000114867,ME33
ENSG00000119812,ME33
ENSG00000136068,ME33
ENSG00000140718,ME33
ENSG00000115677,ME33
ENSG00000152795,ME33
ENSG00000129250,ME33
ENSG00000108829,ME33
ENSG00000139793,ME33
ENSG00000145388,ME33
ENSG00000165819,ME33
ENSG00000181019,ME33
ENSG00000144231,ME33
ENSG00000100320,ME33
ENSG00000076067,ME33
ENSG00000144642,ME33
ENSG00000174748,ME33
ENSG00000125844,ME33
ENSG00000115310,ME33
ENSG00000188643,ME33
ENSG00000020577,ME33
ENSG00000149257,ME33
ENSG00000166949,ME33
ENSG00000115306,ME33
ENSG00000112081,ME33
ENSG00000109111,ME33
ENSG00000146457,ME33
ENSG00000124571,ME33
ENSG00000107625,ME34
ENSG00000140718,ME34
ENSG00000145388,ME34
ENSG00000165819,ME34
ENSG00000146457,ME34
ENSG00000108270,ME35
ENSG00000124942,ME35
ENSG00000143486,ME35
ENSG00000180574,ME35
ENSG00000107581,ME35
ENSG00000104131,ME35
ENSG00000092820,ME35
ENSG00000140718,ME35
ENSG00000173230,ME35
ENSG00000177885,ME35
ENSG00000143321,ME35
ENSG00000124831,ME35
ENSG00000134046,ME35
ENSG00000145388,ME35
ENSG00000165819,ME35
ENSG00000112110,ME35
ENSG00000153944,ME35
ENSG00000147065,ME35
ENSG00000100345,ME35
ENSG00000173559,ME35
ENSG00000151846,ME35
ENSG00000119707,ME35
ENSG00000131378,ME35
ENSG00000163923,ME35
ENSG00000169371,ME35
ENSG00000151304,ME35
ENSG00000167881,ME35
ENSG00000116350,ME35
ENSG00000055483,ME35
ENSG00000132467,ME35
ENSG00000146457,ME35
ENSG00000134684,ME35
ENSG00000108953,ME35
ENSG00000163874,ME35
ENSG00000140718,ME36
ENSG00000138646,ME36
ENSG00000145388,ME36
ENSG00000165819,ME36
ENSG00000116288,ME36
ENSG00000181449,ME36
ENSG00000146457,ME36
ENSG00000214944,ME37
ENSG00000122870,ME37
ENSG00000165733,ME37
ENSG00000130303,ME37
ENSG00000048740,ME37
ENSG00000136026,ME37
ENSG00000102879,ME37
ENSG00000085719,ME37
ENSG00000100201,ME37
ENSG00000119812,ME37
ENSG00000136068,ME37
ENSG00000140718,ME37
ENSG00000115677,ME37
ENSG00000152795,ME37
ENSG00000129250,ME37
ENSG00000111057,ME37
ENSG00000145388,ME37
ENSG00000165819,ME37
ENSG00000197535,ME37
ENSG00000136243,ME37
ENSG00000147206,ME37
ENSG00000134627,ME37
ENSG00000184363,ME37
ENSG00000132424,ME37
ENSG00000127993,ME37
ENSG00000144642,ME37
ENSG00000174748,ME37
ENSG00000156482,ME37
ENSG00000163682,ME37
ENSG00000118181,ME37
ENSG00000177954,ME37
ENSG00000066336,ME37
ENSG00000115306,ME37
ENSG00000184937,ME37
ENSG00000146457,ME37
ENSG00000056097,ME37
ENSG00000166432,ME37
ENSG00000132676,ME39
ENSG00000140718,ME39
ENSG00000145388,ME39
ENSG00000165819,ME39
ENSG00000104177,ME39
ENSG00000131051,ME39
ENSG00000145592,ME39
ENSG00000146457,ME39
ENSG00000056097,ME39
ENSG00000080802,ME4
ENSG00000175390,ME4
ENSG00000102531,ME4
ENSG00000140718,ME4
ENSG00000173230,ME4
ENSG00000137802,ME4
ENSG00000145388,ME4
ENSG00000165819,ME4
ENSG00000163386,ME4
ENSG00000166831,ME4
ENSG00000229117,ME4
ENSG00000106638,ME4
ENSG00000026025,ME4
ENSG00000146457,ME4
ENSG00000006047,ME4
ENSG00000122729,ME40
ENSG00000173786,ME40
ENSG00000102879,ME40
ENSG00000089876,ME40
ENSG00000100129,ME40
ENSG00000140718,ME40
ENSG00000111615,ME40
ENSG00000145388,ME40
ENSG00000165819,ME40
ENSG00000151846,ME40
ENSG00000167526,ME40
ENSG00000170365,ME40
ENSG00000077312,ME40
ENSG00000112658,ME40
ENSG00000146457,ME40
ENSG00000147905,ME40
ENSG00000100298,ME41
ENSG00000173786,ME41
ENSG00000140718,ME41
ENSG00000108829,ME41
ENSG00000145388,ME41
ENSG00000165819,ME41
ENSG00000146457,ME41
ENSG00000185567,ME5
ENSG00000122359,ME5
ENSG00000082258,ME5
ENSG00000048828,ME5
ENSG00000140718,ME5
ENSG00000129250,ME5
ENSG00000145388,ME5
ENSG00000165819,ME5
ENSG00000162244,ME5
ENSG00000118181,ME5
ENSG00000171863,ME5
ENSG00000175467,ME5
ENSG00000115306,ME5
ENSG00000115875,ME5
ENSG00000164548,ME5
ENSG00000136709,ME5
ENSG00000146457,ME5
ENSG00000167962,ME5
ENSG00000179750,ME6
ENSG00000117877,ME6
ENSG00000100201,ME6
ENSG00000108771,ME6
ENSG00000126749,ME6
ENSG00000100393,ME6
ENSG00000140718,ME6
ENSG00000177885,ME6
ENSG00000145388,ME6
ENSG00000165819,ME6
ENSG00000089220,ME6
ENSG00000104356,ME6
ENSG00000052749,ME6
ENSG00000073584,ME6
ENSG00000141510,ME6
ENSG00000146457,ME6
ENSG00000134698,ME7
ENSG00000141570,ME7
ENSG00000117877,ME7
ENSG00000168564,ME7
ENSG00000123136,ME7
ENSG00000118197,ME7
ENSG00000131504,ME7
ENSG00000173812,ME7
ENSG00000145191,ME7
ENSG00000180574,ME7
ENSG00000184110,ME7
ENSG00000124279,ME7
ENSG00000140718,ME7
ENSG00000030582,ME7
ENSG00000100226,ME7
ENSG00000172432,ME7
ENSG00000172086,ME7
ENSG00000139233,ME7
ENSG00000155858,ME7
ENSG00000145388,ME7
ENSG00000165819,ME7
ENSG00000055950,ME7
ENSG00000112996,ME7
ENSG00000147065,ME7
ENSG00000120662,ME7
ENSG00000163386,ME7
ENSG00000182117,ME7
ENSG00000108256,ME7
ENSG00000132424,ME7
ENSG00000117360,ME7
ENSG00000134186,ME7
ENSG00000110844,ME7
ENSG00000173933,ME7
ENSG00000184898,ME7
ENSG00000135828,ME7
ENSG00000197958,ME7
ENSG00000108298,ME7
ENSG00000161970,ME7
ENSG00000144713,ME7
ENSG00000150459,ME7
ENSG00000154760,ME7
ENSG00000073584,ME7
ENSG00000182004,ME7
ENSG00000151304,ME7
ENSG00000143742,ME7
ENSG00000116754,ME7
ENSG00000064607,ME7
ENSG00000117614,ME7
ENSG00000083544,ME7
ENSG00000196116,ME7
ENSG00000132109,ME7
ENSG00000177889,ME7
ENSG00000146457,ME7
ENSG00000163874,ME7
ENSG00000105939,ME7
ENSG00000169249,ME7
ENSG00000169714,ME8
ENSG00000068793,ME8
ENSG00000197102,ME8
ENSG00000140718,ME8
ENSG00000172432,ME8
ENSG00000162639,ME8
ENSG00000145388,ME8
ENSG00000165819,ME8
ENSG00000197535,ME8
ENSG00000147206,ME8
ENSG00000134627,ME8
ENSG00000181222,ME8
ENSG00000071082,ME8
ENSG00000135269,ME8
ENSG00000184937,ME8
ENSG00000146457,ME8
ENSG00000100298,ME9
ENSG00000179218,ME9
ENSG00000124795,ME9
ENSG00000151247,ME9
ENSG00000075151,ME9
ENSG00000169612,ME9
ENSG00000140718,ME9
ENSG00000089597,ME9
ENSG00000189403,ME9
ENSG00000185745,ME9
ENSG00000100441,ME9
ENSG00000145388,ME9
ENSG00000165819,ME9
ENSG00000155660,ME9
ENSG00000073584,ME9
ENSG00000188612,ME9
ENSG00000146457,ME9
ENSG00000140718,ME42
ENSG00000145388,ME42
ENSG00000165819,ME42
ENSG00000146457,ME42
ENSG00000123200,ME42
ENSG00000162775,ME42
ENSG00000091542,ME42
